amount,balance,hour,day,time_since_last,distance,speed,merchant_risk,cardholder_risk,device,ip_risk,z_score,is_fraud
85,5651,17,2,1547.57,2,9,0.14,0.10,1,0.10,0.11,1
87,4136,9,4,1608.79,3,20,0.00,0.15,1,0.02,-0.14,1
60,4343,13,3,1308.08,6,27,0.10,0.16,1,0.06,-0.51,1
2968,5212,2,4,2.30,895,596,0.85,0.17,0,0.98,5.00,1
50,4858,14,3,1466.06,5,29,0.15,0.07,1,0.08,0.03,1
104,4027,16,4,1417.73,6,20,0.12,0.06,1,0.02,0.79,1
-1,4361,18,4,1634.23,6,30,0.12,0.13,1,0.02,0.11,1
42,5250,17,0,1648.46,2,55,0.03,0.15,1,0.05,0.61,1
2987,4577,0,1,9.54,1025,493,0.86,0.17,0,0.82,5.00,1
30,6537,17,3,1721.87,9,28,0.02,0.06,1,0.03,0.06,1
39,5452,15,0,1338.81,2,31,0.10,0.17,1,0.01,0.27,1
59,5404,18,2,1606.99,6,33,0.09,0.14,1,0.04,-0.91,1
60,5981,11,3,1480.02,12,30,0.15,0.13,1,0.10,-0.16,1
2991,4073,2,0,1.35,1018,499,0.84,0.04,0,0.86,5.00,1
82,4374,19,3,1257.79,4,23,0.20,0.05,1,0.10,0.07,1
56,3648,11,0,1386.62,1,35,0.07,0.02,1,0.09,-0.55,1
55,4360,20,3,1268.63,1,26,0.19,0.01,1,0.05,-0.37,1
82,6882,18,2,1494.16,-3,33,0.08,0.06,1,0.06,0.33,1
3069,5160,2,3,3.27,970,607,0.76,0.19,0,0.81,5.00,1
63,4285,11,2,1603.29,10,34,0.13,0.14,1,0.02,-0.17,1
68,4758,12,4,1245.51,5,39,0.18,0.15,1,0.05,-0.12,1
89,2372,11,2,1554.99,2,31,0.17,0.19,1,0.04,-0.49,1
85,5128,9,0,1119.67,1,14,0.17,0.06,1,0.04,-0.16,1
2967,4647,2,4,8.69,963,535,0.84,0.16,0,0.89,5.00,1
52,5913,15,1,1391.00,8,47,0.18,0.02,1,0.02,0.11,1
65,4919,16,2,1427.25,7,15,0.06,0.07,1,0.03,-0.14,1
73,5485,16,2,1375.87,5,33,0.10,0.20,1,0.02,0.09,1
76,5484,10,3,1740.84,6,38,0.14,0.17,1,0.05,0.20,1
1576,4138,1,1,7.79,1088,506,0.72,0.08,0,0.95,5.00,1
43,5911,11,3,1183.91,8,33,0.06,0.20,1,0.02,0.08,1
47,3857,13,2,1442.68,3,14,0.01,0.05,1,0.02,0.05,1
39,5755,8,4,1622.63,6,31,0.19,0.09,1,0.05,1.01,1
47,4387,9,2,1095.87,4,21,0.14,0.04,1,0.02,0.54,1
3137,6179,3,3,5.74,770,623,0.97,0.18,0,0.97,5.00,1
42,5023,18,0,1516.75,3,30,0.03,0.07,1,0.07,-0.11,1
47,4320,16,1,1462.33,4,23,0.12,0.04,1,0.01,-0.08,1
43,5629,16,2,1547.08,6,29,0.08,0.08,1,0.05,-0.03,1
52,5390,20,4,1668.56,2,25,0.15,0.01,1,0.02,0.82,1
3407,6281,0,2,6.38,1042,534,0.71,0.11,0,0.92,5.00,1
54,5652,10,3,1662.74,5,28,0.12,0.02,1,0.02,-0.69,1
15,4410,20,4,1473.61,3,-4,0.06,0.00,1,0.04,-0.72,1
31,3146,11,1,1227.81,2,56,0.11,0.18,1,0.08,-0.03,1
62,4373,20,3,1520.22,5,48,0.19,0.03,1,0.01,-0.17,1
2641,4905,0,0,9.63,1039,514,0.97,0.08,0,0.82,5.00,1
45,4656,17,0,1270.88,5,24,0.18,0.13,1,0.10,-0.11,1
76,5675,18,1,1486.84,6,40,0.02,0.16,1,0.05,-0.13,1
92,3785,20,3,1392.78,4,25,0.07,0.16,1,0.06,-0.37,1
49,5005,18,2,1441.19,5,42,0.06,0.12,1,0.06,0.85,1
2679,4468,0,4,1.57,943,549,0.86,0.17,0,0.86,5.00,1
83,4755,8,1,1830.83,8,34,0.20,0.03,1,0.08,-0.26,1
66,4943,9,0,1413.29,9,40,0.13,0.18,1,0.02,-0.42,1
63,5535,13,1,1500.90,6,38,0.06,0.13,1,0.02,0.28,1
63,4284,20,0,1489.17,3,21,0.11,0.01,1,0.06,-0.46,1
3462,4662,3,3,3.42,1265,599,0.81,0.14,0,0.95,5.00,1
68,4376,10,3,1573.91,7,23,0.11,0.08,1,0.00,0.47,1
50,4853,12,4,1456.57,3,39,0.19,0.04,1,0.09,0.02,1
51,5032,10,0,1467.97,4,39,0.17,0.04,1,0.02,-0.36,1
83,5143,13,0,1383.54,3,16,0.13,0.14,1,0.09,-0.34,1
2689,6151,3,4,8.00,1294,482,0.74,0.06,0,0.91,5.00,1
59,4684,13,3,1427.49,6,29,0.11,0.07,1,0.06,0.43,1
76,5676,16,2,1202.97,1,26,0.11,0.01,1,0.08,-0.20,1
55,5963,8,2,1207.37,2,51,0.06,0.08,1,0.07,-0.53,1
77,5630,16,2,1295.40,2,33,0.02,0.15,1,0.03,0.24,1
2206,4567,1,1,9.71,1034,496,0.92,0.01,0,0.85,5.00,1
80,4966,9,1,1678.39,5,33,0.09,0.12,1,0.08,0.15,1
94,7168,10,2,1374.53,9,27,0.02,0.10,1,0.05,-0.36,1
67,3936,16,2,1198.59,9,27,0.08,0.15,1,0.05,-0.09,1
69,5278,17,3,1423.76,3,40,0.11,0.06,1,0.03,0.15,1
2912,4313,0,2,7.39,982,495,0.98,0.17,0,0.85,5.00,1
82,3558,8,3,1449.08,6,37,0.13,0.14,1,0.06,0.28,1
72,5205,11,4,1482.24,0,34,0.05,0.07,1,0.02,0.09,1
72,4894,13,2,1089.15,2,46,0.08,0.05,1,0.06,0.31,1
21,3237,13,1,1494.80,8,22,0.09,0.14,1,0.05,-0.62,1
3308,4501,3,1,6.52,1064,505,0.94,0.09,0,0.88,5.00,1
50,5730,16,3,1469.76,9,30,0.09,0.01,1,0.03,0.07,1
79,6803,10,0,1208.54,4,44,0.15,0.10,1,0.06,0.91,1
80,5159,8,4,1320.47,3,20,0.05,0.17,1,0.06,0.07,1
53,5887,14,3,1208.96,0,40,0.08,0.12,1,0.06,0.17,1
4211,4181,1,0,2.56,1037,548,0.73,0.10,0,0.89,5.00,1
51,6834,15,1,1296.59,1,25,0.06,0.05,1,0.01,0.59,1
63,4868,9,4,1187.61,8,42,0.13,0.07,1,0.01,-0.14,1
79,6109,8,2,1152.15,6,45,0.00,0.16,1,0.05,0.23,1
12,3654,13,3,1284.61,1,21,0.08,0.15,1,0.08,-0.08,1
2126,6482,0,1,5.65,1029,560,0.80,0.19,0,0.91,5.00,1
63,3950,11,1,1570.19,10,57,0.09,0.05,1,0.07,-0.62,1
76,5776,19,1,1526.90,4,22,0.02,0.06,1,0.02,-1.05,1
90,4156,11,2,1714.37,6,36,0.19,0.12,1,0.01,0.05,1
51,6050,10,3,1213.90,4,20,0.13,0.12,1,0.01,0.38,1
2631,5322,1,0,3.20,1128,439,0.91,0.12,0,0.80,5.00,1
47,2045,8,0,1201.78,5,42,0.17,0.12,1,0.01,-0.49,1
74,5304,10,3,1547.55,8,23,0.13,0.09,1,0.04,-0.47,1
58,6010,9,1,1337.98,6,43,0.16,0.20,1,0.01,-0.66,1
76,5277,19,2,1193.14,7,33,0.02,0.19,1,0.10,0.65,1
3312,5206,3,0,5.89,958,491,0.96,0.05,0,0.91,5.00,1
50,3359,15,4,1351.28,3,31,0.15,0.18,1,0.09,0.06,1
106,6296,12,4,1632.08,2,38,0.17,0.18,1,0.04,0.00,1
32,5565,18,2,1632.85,5,21,0.11,0.02,1,0.02,0.27,1
61,4823,10,0,967.34,5,37,0.02,0.05,1,0.05,0.04,1
2931,4451,0,0,3.34,1251,544,0.70,0.09,0,0.83,5.00,1
86,3574,13,4,1308.89,4,12,0.16,0.11,1,0.07,0.87,1
78,6728,17,1,1453.85,8,33,0.07,0.01,1,0.09,-0.39,1
78,5623,13,0,1384.57,-2,38,0.10,0.13,1,0.04,-0.40,1
83,6211,12,3,1515.45,2,23,0.04,0.05,1,0.08,0.33,1
3198,3718,2,4,2.48,702,530,0.90,0.00,0,0.97,5.00,1
59,5031,12,4,1514.59,7,28,0.06,0.15,1,0.01,1.19,1
83,4431,15,0,1238.77,6,40,0.09,0.11,1,0.03,0.97,1
37,4583,16,4,1374.25,5,14,0.15,0.11,1,0.06,-0.18,1
37,3989,20,1,1572.53,9,34,0.04,0.20,1,0.10,-0.10,1
3562,6553,1,0,2.55,897,489,0.96,0.06,0,0.86,5.00,1
75,4110,16,3,1362.52,4,12,0.10,0.05,1,0.06,0.49,1
46,5198,20,0,1384.23,4,35,0.04,0.12,1,0.01,-0.16,1
38,5164,16,0,1699.95,0,41,0.15,0.17,1,0.02,-0.16,1
64,3849,12,4,1385.45,4,28,0.12,0.12,1,0.04,0.83,1
3085,5455,2,2,2.55,1314,536,0.96,0.11,0,0.86,5.00,1
87,6039,9,2,1256.33,11,35,0.05,0.19,1,0.03,0.43,1
72,5821,16,0,1423.50,5,29,0.11,0.17,1,0.09,-0.23,1
71,6916,17,2,1191.36,11,13,0.06,0.16,1,0.07,0.44,1
78,4664,19,0,1391.20,-1,44,0.05,0.00,1,0.01,-0.20,1
2017,7100,2,1,8.75,969,528,0.95,0.05,0,0.81,5.00,1
85,5202,17,3,1146.95,6,27,0.00,0.20,1,0.09,0.41,1
55,3484,18,3,1507.08,5,34,0.04,0.18,1,0.06,0.22,1
65,5650,17,3,1543.07,2,23,0.11,0.12,1,0.05,-0.26,1
56,4691,14,1,1404.62,10,35,0.14,0.02,1,0.05,-0.19,1
1660,4642,2,4,7.57,913,528,0.94,0.10,0,0.92,5.00,1
65,4947,11,3,1515.35,0,44,0.01,0.07,1,0.00,0.17,1
57,5156,14,2,1201.92,6,44,0.04,0.17,1,0.08,0.23,1
68,6468,10,2,1607.10,8,36,0.01,0.06,1,0.03,0.20,1
70,6094,19,0,1552.35,4,23,0.05,0.15,1,0.05,0.24,1
2271,5836,1,0,2.78,884,491,0.89,0.12,0,0.86,5.00,1
58,5055,20,1,1560.52,8,39,0.15,0.11,1,0.02,-0.35,1
57,5396,9,2,1430.10,4,15,0.10,0.04,1,0.04,0.73,1
99,4673,20,2,1429.99,5,40,0.13,0.11,1,0.00,-0.56,1
69,4764,10,0,1667.80,15,30,0.05,0.09,1,0.01,0.00,1
3125,5463,0,3,8.83,1099,467,0.84,0.10,0,0.97,5.00,1
65,5447,14,4,1491.51,7,33,0.03,0.17,1,0.08,1.01,1
87,5350,19,3,1868.90,13,16,0.01,0.04,1,0.09,0.34,1
64,5291,11,4,1490.11,5,43,0.01,0.13,1,0.07,-0.05,1
44,4449,12,2,1437.13,-1,25,0.16,0.08,1,0.01,0.23,1
2848,5050,0,0,2.00,851,541,0.80,0.10,0,0.93,5.00,1
65,3160,10,2,926.61,7,42,0.15,0.14,1,0.04,-0.32,1
44,6673,16,1,1628.37,6,40,0.13,0.02,1,0.05,0.38,1
58,4333,12,1,1670.82,2,35,0.15,0.19,1,0.02,-0.31,1
41,6175,18,4,1654.53,7,49,0.05,0.18,1,0.03,-1.05,1
2404,3499,0,3,3.73,861,577,0.98,0.16,0,0.88,5.00,1
66,4811,16,1,1388.05,7,40,0.04,0.17,1,0.09,-0.18,1
72,3630,8,3,1052.58,9,35,0.05,0.05,1,0.07,0.15,1
67,4292,12,0,1511.40,5,36,0.06,0.10,1,0.10,0.04,1
56,5537,8,2,1557.02,6,21,0.04,0.11,1,0.04,0.96,1
2238,5888,2,1,6.02,990,485,0.79,0.07,0,0.85,5.00,1
83,5460,8,3,1430.09,5,29,0.09,0.20,1,0.01,-0.47,1
31,4923,18,2,1763.29,1,38,0.09,0.07,1,0.05,-0.95,1
84,4538,10,0,1406.56,6,27,0.04,0.08,1,0.02,-0.44,1
64,6058,19,3,1214.82,5,28,0.12,0.18,1,0.09,0.66,1
3500,5916,2,1,4.11,996,545,0.99,0.19,0,0.87,5.00,1
57,6857,8,1,1006.39,6,41,0.08,0.12,1,0.09,-1.42,1
53,6913,12,1,1535.40,5,24,0.03,0.07,1,0.03,0.49,1
55,4813,18,1,1341.66,5,40,0.11,0.06,1,0.03,-1.11,1
58,4781,11,0,1313.40,6,32,0.03,0.15,1,0.05,-0.20,1
2674,4926,3,2,7.35,872,448,0.87,0.01,0,0.94,5.00,1
34,3504,9,2,1265.47,9,31,0.13,0.04,1,0.01,0.30,1
57,4223,13,4,1466.58,10,37,0.04,0.13,1,0.07,0.72,1
45,3891,12,3,1281.25,9,34,0.17,0.15,1,0.02,0.09,1
76,6360,11,1,1361.01,7,17,0.07,0.10,1,0.04,0.43,1
3177,5556,2,0,7.33,704,583,0.82,0.14,0,0.87,5.00,1
41,3977,9,2,1440.61,3,41,0.11,0.01,1,0.05,0.76,1
40,5117,8,2,1354.23,6,23,0.09,0.11,1,0.03,-0.04,1
59,5302,18,3,1639.55,3,32,0.18,0.02,1,0.05,-0.04,1
83,4589,15,4,1223.44,-1,37,0.05,0.12,1,0.08,0.15,1
3002,5401,2,0,6.27,829,439,0.88,0.19,0,0.97,5.00,1
71,4345,15,0,1220.67,3,18,0.09,0.08,1,0.00,0.14,1
70,5590,17,0,1127.62,9,37,0.02,0.17,1,0.02,0.52,1
71,4237,8,3,1369.67,3,26,0.07,0.06,1,0.04,0.19,1
46,6594,18,4,1551.89,8,35,0.12,0.05,1,0.07,0.69,1
2394,4297,1,0,6.95,1049,586,0.93,0.09,0,0.91,5.00,1
39,3803,15,3,1559.02,-2,17,0.08,0.06,1,0.03,0.26,1
96,6155,8,3,1486.78,1,18,0.10,0.13,1,0.06,-0.24,1
66,6085,16,4,2119.44,5,33,0.18,0.15,1,0.07,0.27,1
34,5177,17,1,1498.87,8,19,0.07,0.01,1,0.02,-0.40,1
2430,4315,3,3,7.72,898,519,0.82,0.17,0,0.91,5.00,1
54,4097,9,1,1394.53,0,30,0.05,0.05,1,0.09,-0.40,1
69,5202,18,0,1472.28,10,33,0.02,0.07,1,0.03,-0.21,1
32,3850,9,2,1282.14,5,50,0.17,0.06,1,0.06,-0.93,1
28,4683,11,4,1777.83,5,32,0.18,0.11,1,0.01,-0.23,1
2898,4071,3,3,2.93,1059,586,0.91,0.05,0,1.00,5.00,1
73,4919,8,3,1171.94,8,32,0.09,0.16,1,0.09,-0.16,1
31,4575,8,1,1353.39,5,35,0.17,0.19,1,0.01,-0.25,1
44,4397,9,3,1472.15,4,19,0.11,0.18,1,0.10,-0.45,1
101,5154,8,3,1230.95,3,27,0.20,0.15,1,0.03,0.27,1
2591,3942,0,4,2.17,825,560,0.92,0.14,0,0.83,5.00,1
80,4119,19,1,1340.27,6,32,0.01,0.13,1,0.03,-0.48,1
38,3733,19,3,1553.25,6,1,0.17,0.17,1,0.01,-0.15,1
55,5473,20,2,1235.37,8,41,0.04,0.17,1,0.02,-0.52,1
34,4173,12,0,1359.64,4,19,0.13,0.12,1,0.09,0.22,1
2192,4916,1,4,6.28,1050,518,0.97,0.04,0,0.97,5.00,1
61,3974,19,3,1372.53,6,46,0.13,0.18,1,0.03,0.17,1
61,6663,10,0,1314.61,4,44,0.11,0.07,1,0.07,-0.77,1
41,3521,19,3,1677.28,7,35,0.09,0.10,1,0.07,-0.22,1
32,3802,16,0,1765.76,-2,23,0.04,0.19,1,0.07,0.98,1
2907,5413,2,2,8.43,1097,459,0.72,0.20,0,0.80,5.00,1
62,4670,17,1,1290.09,7,32,0.00,0.16,1,0.02,-0.33,1
40,3701,20,3,1258.01,2,10,0.19,0.05,1,0.01,1.10,1
33,5173,19,1,1498.96,7,18,0.03,0.18,1,0.02,-0.13,1
76,4767,20,2,1283.61,4,24,0.02,0.05,1,0.07,1.37,1
3275,6446,3,1,3.24,1090,572,0.86,0.01,0,0.94,5.00,1
73,6357,11,3,1368.36,11,37,0.17,0.01,1,0.09,-0.05,1
59,5482,17,4,1147.33,9,28,0.05,0.06,1,0.01,-1.09,1
72,4463,12,2,1033.70,3,28,0.18,0.19,1,0.09,-0.96,1
45,7162,17,1,1322.51,10,26,0.16,0.17,1,0.02,-0.22,1
3464,6700,3,0,4.40,656,489,0.88,0.16,0,0.96,5.00,1
77,4134,18,0,1036.06,6,27,0.07,0.13,1,0.09,0.49,1
96,5065,19,3,1359.71,4,19,0.17,0.20,1,0.05,0.08,1
19,4329,19,1,1116.34,8,43,0.11,0.14,1,0.09,-0.68,1
46,6013,16,1,1377.59,6,26,0.01,0.14,1,0.07,-0.76,1
2372,2908,1,2,3.35,925,530,0.82,0.06,0,0.92,5.00,1
50,7173,13,1,1703.28,5,22,0.18,0.08,1,0.08,0.37,1
51,3163,14,4,1235.71,-1,32,0.01,0.03,1,0.08,-0.24,1
61,4563,13,4,1083.40,7,23,0.13,0.07,1,0.07,-0.37,1
46,4848,11,2,1315.35,5,30,0.03,0.19,1,0.08,0.39,1
3627,4002,1,1,1.61,1175,490,0.99,0.14,0,0.96,5.00,1
53,3969,10,3,1836.71,6,33,0.19,0.07,1,0.03,-0.28,1
42,6659,8,3,1359.62,4,35,0.16,0.09,1,0.05,0.12,1
85,6856,13,0,1216.79,8,28,0.19,0.00,1,0.02,-0.03,1
102,5567,13,1,1650.46,6,50,0.15,0.12,1,0.04,-0.12,1
3526,4106,2,2,1.17,574,395,0.99,0.05,0,0.88,5.00,1
56,5233,8,0,1545.25,7,29,0.17,0.10,1,0.02,1.50,1
72,7540,10,4,1578.98,5,19,0.12,0.05,1,0.08,0.00,1
39,4565,9,3,1471.81,3,33,0.12,0.11,1,0.02,0.74,1
79,7720,11,1,1429.63,5,39,0.03,0.05,1,0.02,-0.14,1
3807,4832,0,2,2.31,1011,480,0.96,0.20,0,0.97,5.00,1
14,4846,16,3,1547.43,4,44,0.08,0.14,1,0.02,0.03,1
77,5694,15,0,1408.77,1,44,0.13,0.14,1,0.05,0.69,1
57,5022,13,0,1592.30,7,29,0.06,0.09,1,0.00,0.88,1
46,5165,15,2,1820.44,8,36,0.04,0.12,1,0.01,-0.17,1
3555,4759,0,2,3.68,934,413,0.77,0.07,0,0.82,5.00,1
28,5227,8,0,1260.71,7,41,0.07,0.08,1,0.03,-0.49,1
61,4923,14,2,1682.59,7,31,0.02,0.02,1,0.04,0.33,1
90,5209,8,0,1436.44,8,39,0.14,0.16,1,0.05,-0.08,1
50,6357,17,2,1704.08,5,13,0.15,0.17,1,0.01,0.00,1
3203,6322,0,2,4.73,935,521,0.76,0.01,0,1.00,5.00,1
33,5179,9,1,1254.75,6,29,0.20,0.06,1,0.05,0.49,1
55,3743,18,3,1184.93,4,23,0.19,0.01,1,0.02,-0.08,1
74,4882,12,1,1452.70,5,46,0.19,0.10,1,0.00,0.72,1
58,3525,9,2,1404.91,7,23,0.18,0.19,1,0.09,-0.59,1
3236,3486,3,1,7.80,754,535,0.89,0.15,0,0.91,5.00,1
61,3999,13,2,1283.87,3,37,0.00,0.11,1,0.08,0.93,1
24,5482,18,3,905.42,4,30,0.16,0.12,1,0.07,-0.15,1
71,7516,17,1,1455.08,9,35,0.09,0.18,1,0.06,0.51,1
86,6137,16,3,1718.38,9,35,0.00,0.18,1,0.10,0.05,1
2487,4670,2,1,3.13,1125,537,0.76,0.11,0,0.97,5.00,1
76,4688,20,3,1219.51,4,37,0.20,0.15,1,0.01,0.79,1
41,5874,19,3,1438.77,0,28,0.10,0.09,1,0.05,-0.31,1
60,6052,14,3,1348.73,3,17,0.07,0.18,1,0.05,0.46,1
83,4320,8,1,1259.04,5,15,0.08,0.10,1,0.05,0.05,1
3723,5204,3,0,1.04,699,490,0.93,0.20,0,0.80,5.00,1
131,5422,15,2,1495.79,11,18,0.02,0.13,1,0.04,-0.58,1
76,5268,18,1,1740.84,9,30,0.11,0.03,1,0.06,-0.38,1
61,4228,9,3,1469.77,3,28,0.03,0.16,1,0.07,-0.39,1
29,4644,12,2,1694.62,4,48,0.11,0.12,1,0.05,-0.86,1
3150,4472,3,4,3.13,1049,517,0.90,0.06,0,0.84,5.00,1
59,3549,13,2,1329.54,4,20,0.01,0.11,1,0.00,-0.96,1
58,4879,10,3,1691.65,5,22,0.16,0.09,1,0.03,-0.34,1
27,3188,13,3,1910.47,-1,26,0.15,0.16,1,0.01,-0.22,1
59,5206,14,0,1894.61,9,37,0.09,0.04,1,0.00,0.59,1
2712,7150,1,1,8.13,837,458,0.95,0.01,0,0.97,5.00,1
85,3904,8,0,1237.84,6,24,0.05,0.13,1,0.04,-0.42,1
88,4176,19,4,967.47,-3,31,0.06,0.14,1,0.06,-0.15,1
76,5678,15,0,1171.98,11,30,0.08,0.19,1,0.07,0.19,1
43,4404,19,4,1465.91,12,47,0.16,0.12,1,0.05,0.22,1
3466,6244,1,2,4.84,1224,430,0.91,0.15,0,1.00,5.00,1
92,5293,15,3,1064.52,0,47,0.08,0.19,1,0.10,-0.35,1
113,6069,17,3,991.64,10,30,0.19,0.15,1,0.02,0.41,1
50,4077,16,1,1665.51,5,47,0.20,0.04,1,0.04,-0.57,1
73,6164,8,0,1436.42,10,22,0.10,0.17,1,0.06,0.23,1
4119,5059,0,0,4.86,1105,550,0.99,0.13,0,0.84,5.00,1
81,3591,15,4,1393.15,6,27,0.20,0.06,1,0.07,-1.09,1
70,5610,16,3,1268.05,4,31,0.08,0.01,1,0.01,-0.10,1
84,4851,17,3,1422.47,9,34,0.01,0.08,1,0.10,-0.13,1
41,4336,16,1,1358.38,3,47,0.07,0.17,1,0.01,0.27,1
2890,3536,3,0,1.04,1266,587,0.76,0.05,0,0.97,5.00,1
66,5333,15,1,1220.96,8,51,0.07,0.13,1,0.08,0.61,1
44,4677,18,4,1301.09,4,28,0.15,0.04,1,0.01,-0.04,1
52,3911,20,1,1380.87,7,36,0.17,0.04,1,0.03,0.16,1
59,4323,14,0,1694.25,9,27,0.05,0.05,1,0.03,0.67,1
2496,5379,3,0,6.76,1405,517,0.86,0.02,0,0.92,5.00,1
47,6367,15,4,1392.32,7,23,0.10,0.01,1,0.04,0.64,1
52,4724,13,2,1131.11,6,10,0.02,0.10,1,0.09,0.52,1
74,5903,12,3,1476.63,0,27,0.16,0.07,1,0.06,0.17,1
49,4932,12,4,1561.02,5,31,0.19,0.05,1,0.05,-0.78,1
2805,5166,0,3,4.37,629,553,0.91,0.20,0,0.89,5.00,1
76,4654,16,0,1606.64,3,24,0.11,0.07,1,0.02,0.41,1
77,5132,11,2,1277.00,13,28,0.09,0.11,1,0.05,-0.07,1
41,5602,13,0,1186.18,4,33,0.02,0.14,1,0.05,0.31,1
66,5014,20,4,1738.92,4,35,0.09,0.15,1,0.07,0.28,1
2963,4487,0,3,3.35,1227,452,0.74,0.19,0,0.85,5.00,1
57,4773,17,3,1356.28,0,42,0.05,0.01,1,0.03,0.08,1
89,4552,13,3,1722.02,6,27,0.10,0.15,1,0.02,0.87,1
58,2106,8,4,1215.55,9,29,0.17,0.02,1,0.09,0.26,1
28,6160,15,4,1394.09,6,41,0.15,0.15,1,0.02,0.51,1
2643,4719,3,3,6.77,1015,585,0.88,0.02,0,0.96,5.00,1
60,5737,11,4,1277.40,8,36,0.05,0.13,1,0.09,-0.79,1
72,4869,19,4,1455.54,7,46,0.11,0.06,1,0.02,-0.50,1
35,5366,16,3,1604.62,4,26,0.12,0.09,1,0.08,0.06,1
55,5513,8,3,1389.92,8,41,0.09,0.10,1,0.07,-0.14,1
2995,2797,1,3,1.41,928,423,0.86,0.02,0,0.90,5.00,1
20,7078,17,2,1120.52,5,39,0.19,0.03,1,0.03,0.10,1
85,3133,11,4,1882.73,2,33,0.09,0.01,1,0.03,0.17,1
70,4914,11,2,1691.30,3,45,0.03,0.03,1,0.02,-0.08,1
50,4032,11,4,1865.38,3,39,0.12,0.05,1,0.06,0.18,1
2625,5701,1,2,9.73,998,543,0.80,0.19,0,0.86,5.00,1
33,7241,18,2,1391.86,7,40,0.07,0.08,1,0.03,-0.74,1
86,3870,13,0,1428.24,5,35,0.07,0.03,1,0.04,0.89,1
71,3032,20,1,1757.61,4,17,0.05,0.11,1,0.07,0.09,1
108,5161,18,1,1521.79,5,32,0.05,0.11,1,0.05,-0.05,1
3597,4893,2,1,8.38,864,561,0.91,0.13,0,1.00,5.00,1
64,4607,12,1,1258.38,5,26,0.17,0.14,1,0.04,-0.20,1
37,3631,10,1,1292.64,0,26,0.08,0.06,1,0.04,-1.50,1
14,5296,9,0,1378.89,3,21,0.05,0.05,1,0.10,-0.05,1
26,4119,11,4,1669.07,7,26,0.10,0.12,1,0.10,0.15,1
3662,3726,1,0,8.73,1081,552,0.73,0.20,0,0.97,5.00,1
45,4141,8,4,1366.70,6,37,0.19,0.05,1,0.08,-0.29,1
12,5112,18,0,1813.65,6,47,0.10,0.11,1,0.09,0.56,1
81,4108,11,1,1780.58,3,37,0.05,0.13,1,0.08,0.32,1
32,4032,19,2,1244.34,5,30,0.18,0.16,1,0.09,-0.50,1
3615,5340,0,4,2.98,1039,451,0.78,0.14,0,0.80,5.00,1
42,3641,8,4,1014.12,10,29,0.10,0.04,1,0.01,0.15,1
73,3753,12,1,1364.05,6,37,0.03,0.00,1,0.00,0.09,1
48,5160,14,1,1439.50,3,45,0.02,0.18,1,0.04,0.08,1
73,6444,8,2,1280.07,9,37,0.08,0.08,1,0.10,0.16,1
3480,5360,3,1,8.49,1216,597,0.90,0.12,0,0.93,5.00,1
84,5226,14,4,1555.66,7,28,0.17,0.17,1,0.00,-0.70,1
52,3564,17,3,1263.62,2,25,0.16,0.05,1,0.06,-0.66,1
86,5236,11,4,1507.23,4,34,0.02,0.00,1,0.02,0.55,1
53,4702,17,0,1604.14,8,23,0.02,0.02,1,0.07,0.25,1
2878,4369,3,1,3.58,917,542,0.95,0.09,0,0.82,5.00,1
40,5327,10,1,1263.75,5,36,0.17,0.17,1,0.09,-0.08,1
59,5165,9,0,1256.56,8,38,0.17,0.11,1,0.09,0.03,1
76,5818,11,3,2113.60,9,3,0.04,0.11,1,0.05,-0.40,1
86,4888,17,0,1556.40,9,30,0.12,0.11,1,0.08,0.41,1
3177,5591,0,4,8.27,1002,467,0.95,0.19,0,0.99,5.00,1
34,6175,8,3,1431.52,4,45,0.04,0.11,1,0.04,0.87,1
19,4754,16,2,1302.83,0,17,0.13,0.11,1,0.05,-1.04,1
52,5461,15,0,1336.04,7,17,0.19,0.10,1,0.02,0.29,1
88,5920,20,0,1490.51,5,31,0.17,0.20,1,0.00,0.15,1
3058,4796,0,0,3.08,987,473,0.94,0.20,0,0.96,5.00,1
54,4819,13,2,1377.43,9,33,0.07,0.07,1,0.09,-0.85,1
81,4804,19,1,1675.59,6,50,0.06,0.03,1,0.02,0.24,1
53,6924,16,2,1401.89,9,29,0.15,0.05,1,0.06,-0.44,1
94,4815,18,4,1316.11,8,36,0.08,0.13,1,0.06,0.37,1
3400,5942,2,1,9.22,925,479,0.95,0.09,0,0.87,5.00,1
81,5282,8,0,1229.44,13,50,0.04,0.11,1,0.00,0.48,1
19,5328,20,2,1527.17,3,21,0.08,0.04,1,0.09,0.50,1
66,5924,8,4,1225.37,11,19,0.16,0.08,1,0.08,0.51,1
59,4758,17,4,1568.35,5,32,0.02,0.04,1,0.06,-0.21,1
3883,4921,3,1,3.06,1068,465,1.00,0.08,0,0.96,5.00,1
54,4119,12,0,1564.57,7,20,0.13,0.08,1,0.09,-0.68,1
54,4952,8,3,1519.06,9,14,0.10,0.13,1,0.07,-0.18,1
45,5762,14,0,1692.14,8,29,0.07,0.00,1,0.08,0.62,1
64,6459,16,1,1401.09,5,38,0.15,0.14,1,0.04,0.45,1
2484,4366,3,1,1.39,706,423,1.00,0.11,0,0.96,5.00,1
51,5826,12,4,1898.45,6,38,0.17,0.00,1,0.08,0.28,1
73,7326,18,0,1194.58,5,38,0.16,0.04,1,0.07,-0.06,1
44,3734,17,0,1552.32,7,20,0.07,0.08,1,0.05,0.18,1
